From	To
O95999	8915
O96001	10842
O96004	9421
O96005	1209
O96006	9189
O96008	10452
O96009	9476
O96014	7481
O96017	11200
O96019	86
O96024	8705
O96028	7468
P00156	4519
P00167	1528
P00326	126
P00338	3939
P00352	216
P00367	2746
P00374	1719
P00387	1727
P00390	2936
P00395	4512
P00414	4514
P00439	5053
P00441	6647
P00451	2157
P00480	5009
P00491	4860
P00492	3251
P00505	2806
P00519	25
P00533	1956
P00540	4342
P00558	5230
P00568	203
P00734	2147
P00738	3240
P00740	2158
P00742	2159
P00746	1675
P00747	5340
P00748	2161
P00749	5328
P00751	629
P00797	5972
P00813	100
P00918	760
P00966	445
P00973	4938
P00995	6690
P01008	462
P01019	183
P01023	2
P01024	718
P01031	727
P01033	7076
P01034	1471
P01036	1472
P01042	3827
P01100	2353
P01106	4609
P01112	3265
P01116	3845
P01127	5155
P01130	3949
P01133	1950
P01137	7040
P01138	4803
P01148	2796
P01160	4878
P01178	5020
P01185	551
P01189	5443
P01210	5179
P01225	2488
P01236	5617
P01241	2688
P01258	796
P01266	7038
P01270	5741
P01275	2641
P01282	7432
P01286	2691
P01303	4852
P01308	3630
P01344	3481
P01374	4049
P01375	7124
P01562	3439
P01562	3447
P01563	3440
P01574	3456
P01579	3458
P01583	3552
P01584	3553
P01588	2056
P01589	3559
P01591	3512
P01730	920
P01732	925
P01833	5284
P01889	3106
P01891	3105
P01892	3105
P01903	3122
P01912	3123
P02100	3046
P02144	4151
P02452	1277
P02458	1280
P02461	1281
P02489	102724652
P02489	1409
P02511	1410
P02533	3861
P02545	4000
P02549	6708
P02647	335
P02649	348
P02652	336
P02654	341
P02655	344
P02656	345
P02671	2243
P02675	2244
P02686	4155
P02708	1134
P02730	6521
P02741	1401
P02743	325
P02745	712
P02747	714
P02748	735
P02749	350
P02751	2335
P02753	5950
P02760	259
P02763	5004
P02765	197
P02768	213
P02771	174
P02774	2638
P02775	5473
P02776	5196
P02778	3627
P02786	7037
P02787	7018
P02788	4057
P02790	3263
P02792	2512
P02794	2495
P02795	4502
P02808	6779
P02818	632
P03372	2099
P03897	4537
P03950	283
P03951	2160
P03971	268
P04003	722
P04004	7448
P04035	3156
P04040	847
P04049	5894
P04053	1791
P04054	5319
P04062	2629
P04066	2517
P04075	226
P04083	301
P04085	5154
P04114	338
P04118	1208
P04141	1437
P04150	2908
P04156	5621
P04179	6648
P04180	3931
P04181	4942
P04183	7083
P04196	3273
P04198	4613
P04201	4142
P04229	3123
P04233	972
P04234	915
P04271	6285
P04275	7450
P04279	6406
P04406	2597
P04626	2064
P04628	7471
P04629	4914
P04637	7157
P04746	279
P04792	3315
P04798	1543
P04818	7298
P04839	1536
P04921	2995
P05019	3479
P05023	476
P05026	481
P05062	229
P05067	351
P05089	383
P05090	347
P05091	217
P05093	1586
P05106	3690
P05107	3689
P05108	1583
P05109	6279
P05111	3623
P05112	3565
P05113	3567
P05121	5054
P05129	5582
P05141	292
P05154	5104
P05161	9636
P05162	3957
P05164	4353
P05165	5095
P05177	1544
P05181	1571
P05186	249
P05198	1965
P05230	2246
P05231	3569
P05305	1906
P05362	3383
P05386	6176
P05412	3725
P05413	2170
P05452	7123
P05455	6741
P05546	3053
P05549	7020
P05556	3688
P05771	5579
P05783	3875
P05814	1447
P05937	793
P05976	4632
P05981	3249
P05997	1290
P06126	909
P06132	7389
P06133	7363
P06213	3643
P06239	3932
P06276	590
P06280	2717
P06340	3111
P06396	2934
P06400	5925
P06493	983
P06576	506
P06702	6280
P06727	337
P06729	914
P06731	1048
P06732	1158
P06734	2208
P06737	5836
P06744	2821
P06746	5423
P06748	4869
P06753	7170
P06756	3685
P06850	1392
P06858	4023
P06881	796
P07093	5270
P07099	2052
P07101	7054
P07148	2168
P07196	4747
P07197	4741
P07202	7173
P07203	2876
P07237	5034
P07288	354
P07306	432
P07316	1419
P07332	2242
P07333	1436
P07355	302
P07437	203068
P07451	761
P07476	3713
P07550	154
P07585	1634
P07602	5660
P07686	3074
P07711	1514
P07737	5216
P07738	669
P07741	353
P07766	916
P07814	2058
P07858	1508
P07864	3948
P07900	3320
P07902	2592
P07910	3183
P07911	7369
P07942	3912
P07947	7525
P07948	4067
P07949	5979
P07951	7169
P07954	2271
P07988	6439
P07992	2067
P07996	7057
P07998	6035
P08034	2705
P08047	6667
P08069	3480
P08100	6010
P08133	309
P08134	389
P08138	4804
P08151	2735
P08172	1129
P08174	1604
P08183	5243
P08195	6520
P08217	63036
P08236	2990
P08237	5213
P08238	3326
P08240	6734
P08243	440
P08246	1991
P08247	6855
P08254	4314
P08311	1511
P08319	127
P08397	3145
P08473	4311
P08476	3624
P08514	3674
P08559	5160
P08567	5341
P08571	929
P08574	1537
P08575	5788
P08579	6629
P08581	4233
P08588	153
P08590	4634
P08620	2249
P08621	6625
P08631	3055
P08648	3678
P08684	1576
P08686	1589
P08700	3562
P08708	6218
P08709	2155
P08727	3880
P08754	2773
P08758	308
P08779	3868
P08833	3484
P08842	412
P08865	3921
P08887	3570
P08908	3350
P08910	11057
P08912	1133
P08913	150
P08922	6098
P08949	4828
P08962	967
P09038	2247
P09086	5452
P09110	30
P09131	8273
P09172	1621
P09211	2950
P09234	6631
P09327	7429
P09382	3956
P09417	5860
P09429	3146
P09430	7141
P09467	2203
P09471	2775
P09488	2944
P09493	7168
P09496	1211
P09529	3625
P09544	7472
P09601	3162
P09603	1435
P09619	5159
P09622	1738
P09629	3217
P09651	3178
P09661	6627
P09668	1512
P09681	2695
P09683	6343
P09693	917
P09758	4070
P09769	2268
P09848	3938
P09874	142
P09884	5422
P09914	3434
P09917	240
P09919	1440
P09936	7345
P09958	5045
P09960	4048
P0C024	283927
P0C0L5	100293534
P0C0L5	721
P0C1S8	494551
P0C2W1	200933
P0C7M7	341392
P0C7T3	390084
P0C7T5	342371
P0C851	644139
P0C869	100137049
P0C869	8681
P0CAP2	81488
P0CG13	54921
P0CG37	55997
P0CG47	7314
P0CG48	7316
P0DJI8	6288
P0DJJ0	653464
P0DMC3	100506013
P0DMT0	100507027
P0DMV8	3303
P0DMV8	3304
P0DN79	102724560
P0DN79	875
P10070	2736
P10071	2737
P10109	2230
P10124	5552
P10145	3576
P10147	6348
P10155	6738
P10242	4602
P10244	4605
P10253	2548
P10275	367
P10276	5914
P10301	6237
P10323	49
P10412	3008
P10415	596
P10451	6696
P10515	1737
P10523	6295
P10586	5792
P10599	7295
P10600	7043
P10619	5476
P10620	4257
P10632	1558
P10635	1565
P10636	4137
P10644	5573
P10645	1113
P10721	3815
P10745	5949
P10746	7390
P10747	940
P10809	3329
P10826	5915
P10827	7067
P10909	1191
P10912	2690
P10914	3659
P10916	4633
P11021	3309
P11055	4621
P11086	5409
P11142	3312
P11150	3990
P11161	1959
P11166	6513
P11168	6514
P11172	7372
P11182	1629
P11215	3684
P11226	4153
P11229	1128
P11230	1140
P11233	5898
P11234	5899
P11245	10
P11274	613
P11279	3916
P11308	2078
P11310	34
P11362	2260
P11387	7150
P11388	7153
P11413	2539
P11441	8266
P11473	7421
P11474	2101
P11487	2248
P11488	2779
P11498	5091
P11509	1548
P11532	1756
P11586	4522
P11597	1071
P11678	8288
P11684	7356
P11712	1559
P11766	128
P11831	6722
P11926	4953
P11940	26986
P12004	5111
P12036	4744
P12107	1301
P12235	291
P12236	293
P12270	7175
P12271	6017
P12273	5304
P12319	2205
P12544	3001
P12643	650
P12644	652
P12694	593
P12755	6497
P12757	6498
P12814	87
P12821	1636
P12830	999
P12838	1669
P12931	6714
P12955	5184
P12956	2547
P13010	7520
P13051	7374
P13164	8519
P13284	10437
P13473	3920
P13489	6050
P13498	1535
P13500	6347
P13501	6352
P13533	4624
P13535	4626
P13569	1080
P13584	1580
P13612	3676
P13631	5916
P13637	478
P13639	1938
P13686	54
P13688	634
P13716	210
P13725	5008
P13726	2152
P13747	3133
P13796	3936
P13797	5358
P13805	7138
P13807	2997
P13866	6523
P13945	155
P13984	2963
P14060	3283
P14061	3292
P14136	2670
P14174	4282
P14207	2350
P14210	3082
P14222	5551
P14373	5987
P14410	6476
P14416	1813
P14550	10327
P14598	653361
P14616	3645
P14618	5315
P14625	7184
P14635	891
P14651	3213
P14652	3212
P14653	3211
P14672	6517
P14678	6628
P14679	7299
P14735	3416
P14778	3554
P14780	4318
P14866	3191
P14867	2554
P14902	3620
P14920	1610
P14921	2113
P14923	3728
P15018	3976
P15036	2114
P15056	673
P15104	2752
P15121	231
P15144	290
P15153	5880
P15170	2935
P15172	4654
P15173	4656
P15248	3578
P15260	3459
P15289	410
P15291	2683
P15309	55
P15311	7430
P15313	525
P15328	2348
P15336	1386
P15382	3753
P15407	8061
P15428	3248
P15509	1438
P15514	374
P15529	4179
P15538	1584
P15559	1728
P15692	7422
P15813	912
P15848	411
P15863	5075
P15880	6187
P15907	6480
P15918	5896
P15924	1832
P15927	6118
P15941	4582
P15976	2623
P16035	7077
P16050	246
P16066	4881
P16070	960
P16083	4835
P16109	6403
P16118	5207
P16150	6693
P16152	873
P16219	35
P16220	1385
P16233	5406
P16234	5156
P16260	8034
P16278	2720
P16284	5175
P16298	5532
P16333	4690
P16389	3737
P16422	4072
P16435	5447
P16444	1800
P16455	4255
P16471	5618
P16519	5126
P16581	6401
P16591	2241
P16615	488
P16671	948
P16860	4879
P16870	1363
P16871	3575
P16885	5336
P17020	7564
P17050	4668
P17081	23433
P17096	3159
P17174	2805
P17181	3454
P17275	3726
P17301	3673
P17302	2697
P17342	4883
P17405	6609
P17480	7343
P17516	1109
P17542	6886
P17600	6853
P17612	5566
P17643	7306
P17676	1051
P17677	2596
P17693	3135
P17706	5771
P17707	262
P17735	6898
P17752	7166
P17787	1141
P17812	1503
P17813	2022
P17844	1655
P17861	7494
P17900	2760
P17927	1378
P17931	3958
P17936	3486
P17947	6688
P17948	2321
P17980	5702
P17987	6950
P18031	5770
P18054	239
P18065	3485
P18074	2068
P18075	655
P18085	378
P18146	1958
P18206	7414
P18405	6715
P18428	3929
P18509	116
P18510	3557
P18577	6006
P18627	3902
P18827	6382
P18846	466
P18847	467
P18848	468
P18858	3978
P19021	5066
P19022	1000
P19099	1585
P19113	3067
P19235	2057
P19320	7412
P19338	4691
P19367	3098
P19387	5432
P19404	4729
P19429	7137
P19440	2678
P19474	6737
P19525	5610
P19526	2523
P19544	7490
P19623	6723
P19634	6548
P19784	1459
P19793	6256
P19801	26
P19838	4790
P19957	5266
P19971	1890
P20020	490
P20023	1380
P20061	6947
P20132	10993
P20142	5225
P20160	566
P20248	890
P20264	5455
P20265	5454
P20292	241
P20336	5864
P20337	5865
P20338	5867
P20339	5868
P20340	5870
P20366	6863
P20382	5367
P20393	9572
P20396	7200
P20585	4437
P20594	4882
P20648	495
P20711	1644
P20719	3202
P20749	602
P20800	1907
P20807	825
P20809	3589
P20810	831
P20813	1555
P20823	6927
P20827	1942
P20849	1297
P20908	1289
P20916	4099
P20929	4703
P20933	175
P20936	5921
P21127	984
P21217	2525
P21246	5764
P21283	528
P21333	2316
P21359	4763
P21397	4128
P21399	48
P21439	5244
P21452	6865
P21453	1901
P21549	189
P21554	1268
P21579	6857
P21580	7128
P21583	4254
P21589	4907
P21673	6303
P21695	2819
P21709	2041
P21728	1812
P21730	728
P21731	6915
P21741	4192
P21754	7784
P21796	7416
P21802	2263
P21860	2065
P21917	1815
P21918	1816
P21941	4146
P21964	1312
P22004	654
P22033	4594
P22059	5007
P22087	2091
P22102	2618
P22105	7148
P22223	1001
P22234	10606
P22301	3586
P22303	43
P22304	3423
P22307	6342
P22309	54658
P22392	4831
P22392	654364
P22413	5167
P22415	7391
P22455	2264
P22460	3741
P22466	51083
P22570	2232
P22607	2261
P22626	3181
P22680	1581
P22732	6518
P22735	7051
P22830	2235
P22888	3973
P23025	7507
P23142	2192
P23193	6917
P23219	5742
P23246	6421
P23258	7283
P23276	3792
P23284	5479
P23297	6271
P23327	3270
P23368	4200
P23378	2731
P23396	6188
P23415	2741
P23443	6198
P23471	5803
P23497	6672
P23510	7292
P23526	191
P23560	627
P23582	4880
P23588	1975
P23634	493
P23677	3706
P23759	5081
P23763	6843
P23769	2624
P23771	2625
P23786	1376
P23919	1841
P23921	6240
P23946	1215
P23975	6530
P24298	2875
P24385	595
P24387	1393
P24390	10945
P24394	3566
P24468	7026
P24522	1647
P24530	1910
P24557	6916
P24588	9495
P24593	3488
P24723	5583
P24752	38
P24821	3371
P24855	1773
P24864	898
P24903	1572
P24941	1017
P25021	3274
P25024	3577
P25054	324
P25063	100133941
P25098	156
P25101	1909
P25103	6869
P25105	5724
P25116	2149
P25325	4357
P25391	284217
P25445	355
P25685	3337
P25686	3300
P25713	4504
P25774	1520
P25874	7350
P25929	4886
P25963	4792
P26006	3675
P26012	3696
P26022	5806
P26045	5774
P26358	1786
P26367	5080
P26368	11338
P26441	1270
P26572	4245
P26583	3148
P26599	5725
P26678	5350
P26715	3821
P26717	3822
P26718	100528032
P26718	22914
P26927	4485
P26951	3563
P26992	1271
P27037	92
P27105	2040
P27144	205
P27169	5444
P27216	312
P27338	4129
P27361	5595
P27487	1803
P27540	405
P27544	10715
P27658	1295
P27695	328
P27708	790
P27797	811
P27815	5141
P27816	4134
P27986	5295
P27987	3707
P28062	5696
P28065	5698
P28068	3109
P28069	5449
P28161	2946
P28222	3351
P28223	3356
P28288	5825
P28289	7111
P28300	4015
P28329	1103
P28330	33
P28335	3358
P28336	4829
P28340	5424
P28356	3235
P28358	3236
P28360	4487
P28370	6594
P28472	2562
P28482	5594
P28562	1843
P28566	3354
P28702	6257
P28845	3290
P28906	947
P28907	952
P28908	943
P29033	2706
P29084	2961
P29122	5046
P29218	3612
P29275	136
P29279	1490
P29317	1969
P29320	2042
P29323	2048
P29350	5777
P29372	4350
P29373	1382
P29375	5927
P29401	7086
P29459	3592
P29460	3593
P29466	834
P29474	4846
P29475	4842
P29508	6317
P29590	5371
P29728	4939
P29965	959
P29966	4082
P29972	358
P29992	2767
P30038	8659
P30039	64081
P30040	10961
P30043	645
P30044	25824
P30046	1652
P30047	2644
P30048	10935
P30049	513
P30084	1892
P30085	51727
P30153	5518
P30203	923
P30273	2207
P30301	4284
P30305	994
P30307	995
P30405	10105
P30411	624
P30419	4836
P30520	159
P30530	558
P30531	6529
P30542	134
P30556	185
P30622	6249
P30793	2643
P30825	6541
P30838	218
P30872	6751
P30968	2798
P30988	799
P30989	4923
P31146	11151
P31151	6278
P31153	4144
P31213	6716
P31268	3204
P31270	3207
P31327	1373
P31415	844
P31483	7072
P31513	2328
P31639	6524
P31645	6532
P31749	207
P31785	3561
P31937	11112
P31941	100913187
P31941	200315
P31944	23581
P31946	7529
P31947	2810
P32121	409
P32189	2710
P32238	886
P32239	887
P32242	5013
P32243	5015
P32245	4160
P32246	1230
P32248	1236
P32249	1880
P32320	978
P32418	6546
P32856	2054
P32927	1439
P32929	1491
P33076	4261
P33121	2180
P33176	3799
P33240	1478
P33316	1854
P33527	4363
P33897	215
P34059	2588
P34130	4909
P34896	6470
P34913	2053
P34925	6259
P34949	4351
P34981	7201
P34998	104909134
P34998	1394
P35052	2817
P35221	1495
P35222	1499
P35225	3596
P35228	4843
P35232	5245
P35240	4771
P35241	5962
P35270	6697
P35318	133
P35348	148
P35354	5743
P35372	4988
P35398	6095
P35408	5734
P35453	3239
P35462	1814
P35475	3425
P35520	102724560
P35520	875
P35548	4488
P35555	2200
P35557	2645
P35558	5105
P35573	178
P35575	2538
P35579	4627
P35580	4628
P35609	88
P35610	6646
P35638	1649
P35663	1538
P35670	540
P35680	6928
P35711	6660
P35713	54345
P35716	6664
P35754	2745
P35789	81931
P35790	1119
P35869	196
P35908	3849
P36382	2702
P36639	4521
P36776	9361
P36888	2322
P36894	657
P36896	91
P36897	7046
P36954	5438
P36955	5176
P36956	6720
P36957	1743
P36969	2879
P37023	94
P37058	3293
P37059	3294
P37088	6337
P37108	6727
P37173	7048
P37198	23636
P37231	5468
P37268	2222
P37275	6935
P37287	5277
P37288	552
P37840	6622
P38159	27316
P38398	672
P38919	9775
P38935	3508
P38936	1026
P39019	6223
P39059	1306
P39086	2897
P39877	5322
P39880	1523
P39905	2668
P40189	3572
P40222	200081
P40225	7066
P40227	908
P40238	4352
P40261	4837
P40337	7428
P40394	131
P40426	5090
P40429	23521
P40692	4292
P40763	6774
P40855	5824
P40925	4190
P40926	4191
P40933	3600
P40939	3030
P41134	3397
P41143	4985
P41145	4986
P41146	4987
P41159	3952
P41161	2119
P41162	2117
P41182	604
P41208	1069
P41220	5997
P41221	7474
P41223	8896
P41225	6658
P41226	7318
P41227	8260
P41231	5029
P41235	3172
P41238	339
P41247	8228
P41250	2617
P41271	100532736
P41271	4681
P41440	6573
P41594	2915
P41595	3357
P41597	729230
P41743	5584
P41970	2004
P42081	942
P42126	1632
P42127	434
P42224	6772
P42226	6778
P42261	2890
P42330	8644
P42336	5290
P42345	2475
P42357	3034
P42566	2060
P42574	836
P42575	835
P42701	3594
P42704	10128
P42768	7454
P42771	1029
P42858	3064
P42892	1889
P42898	4524
P43003	6507
P43004	6506
P43005	6505
P43007	6509
P43034	5048
P43080	118142757
P43080	2978
P43115	5733
P43155	1384
P43246	4436
P43251	686
P43351	5893
P43354	4929
P43356	266740
P43356	4101
P43403	7535
P43405	6850
P43490	10135
P43626	3802
P43629	3811
P43694	2626
P43699	7080
P45378	7140
P45379	7139
P45381	443
P45452	4322
P45844	9619
P45880	7417
P45983	5599
P45984	5601
P46013	4288
P46059	6564
P46060	5905
P46093	2828
P46100	546
P46108	1398
P46199	4528
P46379	7917
P46527	1027
P46531	4851
P46597	438
P46736	79184
P46781	6203
P46821	4131
P46926	10007
P46934	4734
P46937	10413
P46940	8826
P46952	23498
P46977	3703
P47736	5909
P47870	2561
P47872	6344
P47895	220
P47900	5028
P47928	3400
P47989	7498
P47992	6375
P48023	356
P48029	6535
P48039	4543
P48050	3761
P48052	1358
P48061	6387
P48067	6536
P48163	4199
P48167	2743
P48169	2557
P48357	3953
P48380	5991
P48426	5305
P48431	6657
P48436	6662
P48444	372
P48449	4047
P48506	2729
P48507	2730
P48539	5121
P48547	3746
P48552	8204
P48553	7109
P48637	2937
P48645	10874
P48681	10763
P48729	1452
P48742	3975
P48745	4856
P48775	6999
P49069	819
P49116	7182
P49137	9261
P49189	223
P49238	1524
P49247	22934
P49257	3998
P49279	6556
P49281	4891
P49286	4544
P49327	2194
P49354	2339
P49356	100529261
P49356	2342
P49366	1725
P49368	7203
P49407	408
P49419	501
P49441	3628
P49450	1058
P49454	1063
P49458	6726
P49585	5130
P49591	6301
P49638	7274
P49639	3198
P49641	4122
P49662	837
P49675	6770
P49682	2833
P49711	10664
P49715	1050
P49748	37
P49754	27072
P49755	10972
P49757	8650
P49765	7423
P49767	7424
P49768	5663
P49770	8892
P49771	2323
P49773	3094
P49789	2272
P49840	2931
P49841	2932
P49862	5650
P49888	6783
P49902	22978
P49908	6414
P49913	820
P49914	10588
P49915	8833
P49916	3980
P49917	3981
P49918	1028
P49959	4361
P50052	186
P50053	3795
P50135	3176
P50226	6799
P50281	4323
P50336	5498
P50416	1374
P50440	2628
P50453	5272
P50454	871
P50461	8048
P50542	5830
P50549	2115
P50553	429
P50570	1785
P50579	10988
P50583	318
P50616	10140
P50747	3141
P50749	9770
P50750	1025
P50897	5538
P50993	477
P51114	8087
P51148	5878
P51149	7879
P51151	9367
P51153	5872
P51159	5873
P51178	5333
P51452	1845
P51530	1763
P51532	6597
P51570	2584
P51572	10134
P51575	5023
P51580	7172
P51582	5030
P51587	675
P51589	1573
P51606	5973
P51608	4204
P51610	3054
P51617	3654
P51648	224
P51649	7915
P51654	2719
P51659	3295
P51671	6356
P51687	6821
P51688	6448
P51692	6777
P51693	333
P51787	3784
P51790	1182
P51809	6845
P51810	4935
P51812	6197
P51813	660
P51817	5613
P51843	190
P51857	6718
P51955	4751
P51957	6787
P52179	8736
P52209	5226
P52272	4670
P52298	22916
P52333	3718
P52569	6542
P52758	10247
P52789	3099
P52803	1946
P52823	6781
P52848	3340
P52926	8091
P52945	3651
P52948	4928
P52951	2637
P52952	1482
P52954	10660
P53007	6576
P53041	5536
P53350	5347
P53396	47
P53567	1054
P53597	8802
P53602	4597
P53701	3052
P53708	8516
P53805	1827
P53816	11145
P53985	6566
P53990	9798
P54132	641
P54252	4287
P54253	6310
P54257	9001
P54274	7013
P54278	5395
P54284	784
P54289	781
P54317	5408
P54578	9097
P54646	5563
P54652	3306
P54750	5136
P54764	2043
P54802	4669
P54819	204
P54821	5396
P54826	2619
P54829	84867
P54840	2998
P54845	4901
P54849	2012
P54851	2013
P54868	3158
P54886	5832
P54920	8775
P54922	141
P55008	199
P55011	6558
P55017	6559
P55055	7376
P55058	5360
P55061	7009
P55072	7415
P55073	1735
P55075	2253
P55083	4239
P55085	2150
P55157	4547
P55160	3071
P55199	8178
P55263	132
P55265	103
P55268	3913
P55290	1012
P55317	3169
P55345	3275
P55735	6396
P55769	4809
P55773	6368
P55809	5019
P55895	5897
P55899	2217
P55957	637
P56177	1745
P56282	5427
P56524	9759
P56537	3692
P56539	859
P56545	1488
P56589	8504
P56693	6663
P56703	7473
P56704	89780
P56705	54361
P56706	7477
P56817	23621
P56915	145258
P56975	10718
P57059	102724428
P57059	150094
P57073	30812
P57088	55161
P57103	6547
P57105	55333
P57729	23682
P57735	57111
P57771	85397
P57772	60678
P57796	57010
P58012	668
P58335	118429
P58397	81792
P58400	9378
P58418	7401
P58546	136319
P58549	53822
P58743	375611
P58753	114609
P59025	132112
P59044	171389
P59046	91662
P59047	126206
P59533	5726
P59537	259289
P59665	1667
P59665	728358
P60033	975
P60153	390443
P60174	7167
P60201	5354
P60321	339345
P60484	5728
P60568	3558
P60604	7327
P60709	60
P60763	5881
P60891	5631
P60900	5687
P60953	998
P61006	4218
P61011	6729
P61026	10890
P61073	7852
P61081	9040
P61088	7334
P61106	51552
P61158	10096
P61224	5908
P61225	5912
P61266	112755
P61289	10197
P61296	9464
P61371	3670
P61586	387
P61599	51126
P61619	29927
P61769	567
P61812	7042
P61916	10577
P61968	8543
P61970	10204
P61978	3190
P62072	26519
P62140	5500
P62158	801
P62158	805
P62158	808
P62195	5705
P62258	7531
P62308	6637
P62310	27258
P62318	6634
P62330	382
P62487	5436
P62491	8766
P62495	2107
P62736	59
P62753	6194
P62805	121504
P62805	554313
P62805	8294
P62805	8359
P62805	8360
P62805	8361
P62805	8362
P62805	8363
P62805	8364
P62805	8365
P62805	8366
P62805	8367
P62805	8368
P62805	8370
P62820	5861
P62826	5901
P62834	5906
P62877	9978
P62937	5478
P62942	2280
P62993	2885
P63000	5879
P63010	163
P63027	6844
P63098	5534
P63146	7320
P63165	7341
P63167	8655
P63172	6993
P63173	6169
P63218	2787
P63244	10399
P63252	3759
P63279	7329
P68032	70
P68104	1915
P68106	2281
P68400	1457
P68402	5049
P68871	3043
P78310	1525
P78316	8602
P78317	6047
P78318	3476
P78325	101
P78329	8529
P78337	5307
P78347	2969
P78348	41
P78352	1742
P78362	6733
P78363	24
P78371	10576
P78381	7355
P78382	10559
P78414	79192
P78417	9446
P78423	6376
P78426	4825
P78504	182
P78508	3766
P78509	5649
P78527	5591
P78536	6868
P78537	2647
P78539	8406
P78540	384
P78549	4913
P78552	3597
P78556	6364
P78562	5251
P80108	2822
P80188	3934
P80192	4293
P80404	18
P81172	57817
P81274	29899
P81277	51052
P81534	414325
P81534	55894
P82094	7110
P82909	92259
P83369	134353
P83859	347148
P84022	4088
P84074	3208
P84077	375
P84103	6428
P98082	1601
P98088	4586
P98155	7436
P98161	5310
P98164	4036
P98170	331
P98177	4303
P98194	27032
Q00013	4354
Q00059	7019
Q00266	4143
Q00325	5250
Q00534	1021
Q00535	1020
Q00613	3297
Q00796	6652
Q00973	2583
Q00987	4193
Q00G26	440503
Q01064	5153
Q01082	6711
Q01094	1869
Q01101	3642
Q01113	3581
Q01415	2585
Q01432	272
Q01433	271
Q01484	287
Q01581	3157
Q01638	9173
Q01718	4158
Q01780	5394
Q01814	491
Q01826	6304
Q01831	7508
Q01851	5457
Q01860	5460
Q01955	1285
Q01968	4952
Q02078	4205
Q02108	2982
Q02127	1723
Q02153	2983
Q02156	5581
Q02218	4967
Q02224	1062
Q02241	9493
Q02246	6900
Q02252	4329
Q02297	3084
Q02338	622
Q02363	3398
Q02388	1294
Q02487	1824
Q02535	3399
Q02643	2692
Q02742	2650
Q02747	2980
Q02750	5604
Q02763	7010
Q02790	2288
Q02809	5351
Q02818	4924
Q02962	5076
Q02978	8402
Q03014	3087
Q03113	2768
Q03135	857
Q03164	4297
Q03167	7049
Q03181	5467
Q03518	6890
Q03519	6891
Q04206	5970
Q04323	51035
Q04609	2346
Q04656	538
Q04671	4948
Q04721	4853
Q04760	2739
Q04771	90
Q04828	1645
Q04917	7533
Q05086	7337
Q05193	1759
Q05329	2572
Q05469	3991
Q05586	2902
Q05639	1917
Q05655	5580
Q05707	7373
Q05932	2356
Q05940	6571
Q05996	7783
Q06124	5781
Q06136	2531
Q06187	695
Q06190	5523
Q06203	5471
Q06210	2673
Q06265	5393
Q06330	3516
Q06413	4208
Q06495	6569
Q06520	6822
Q06609	5888
Q06710	7849
Q06787	2332
Q06889	1960
Q06945	6659
Q07011	3604
Q07021	708
Q07092	1307
Q07157	7082
Q07326	5281
Q07343	5142
Q07617	6674
Q07666	10657
Q07699	6324
Q07812	581
Q07817	598
Q07837	6519
Q07869	5465
Q07889	6654
Q07954	4035
Q07973	1591
Q08209	5530
Q08289	783
Q08334	3588
Q08357	6575
Q08379	2801
Q08397	4016
Q08495	2039
Q08499	5144
Q08623	8226
Q08881	3702
Q08AE8	56907
Q08AG7	440145
Q08AH1	116285
Q08J23	54888
Q09013	1760
Q09028	5928
Q09161	4686
Q09470	3736
Q09472	2033
Q09666	79026
Q0VDF9	51182
Q10469	4247
Q10471	2590
Q10589	684
Q11201	6482
Q11203	6487
Q11206	6484
Q12772	6721
Q12788	10607
Q12789	2975
Q12792	5756
Q12797	444
Q12802	11214
Q12805	2202
Q12809	3757
Q12824	6598
Q12836	57829
Q12846	6810
Q12864	1015
Q12866	10461
Q12879	2903
Q12882	1806
Q12884	2191
Q12887	1352
Q12889	5016
Q12891	8692
Q12931	10131
Q12933	7186
Q12946	2294
Q12948	2296
Q12952	2300
Q12955	288
Q12959	1739
Q12972	5511
Q12981	662
Q12983	664
Q13003	2899
Q13009	7074
Q13018	22925
Q13023	9472
Q13043	6789
Q13049	22954
Q13057	80347
Q13061	10345
Q13085	31
Q13087	64714
Q13093	7941
Q13107	7375
Q13127	5978
Q13131	5562
Q13148	23435
Q13156	29935
Q13158	8772
Q13162	10549
Q13164	5598
Q13177	5062
Q13183	9058
Q13200	5708
Q13207	6909
Q13217	5611
Q13231	1118
Q13241	3824
Q13253	9241
Q13255	2911
Q13257	4085
Q13258	5729
Q13263	10155
Q13285	2516
Q13286	1201
Q13287	9111
Q13291	6504
Q13303	8514
Q13308	5754
Q13310	8761
Q13315	472
Q13319	8941
Q13323	638
Q13324	1395
Q13330	9112
Q13363	1487
Q13370	5140
Q13371	5082
Q13387	23542
Q13395	6894
Q13402	4647
Q13404	387522
Q13404	7335
Q13423	23530
Q13426	7518
Q13432	9094
Q13433	25800
Q13438	10956
Q13443	8754
Q13459	4650
Q13461	2301
Q13464	6093
Q13467	7855
Q13477	8174
Q13478	8809
Q13485	4089
Q13487	6618
Q13489	330
Q13490	329
Q13492	8301
Q13496	4534
Q13501	8878
Q13510	427
Q13520	363
Q13546	8737
Q13554	816
Q13557	817
Q13562	4760
Q13563	5311
Q13569	6996
Q13572	3705
Q13573	22938
Q13574	8525
Q13591	9037
Q13614	8898
Q13615	8897
Q13618	8452
Q13621	6557
Q13627	1859
Q13630	7264
Q13635	5727
